999,-0.5221814,-0.67453825,-0.10005236,False
998,-0.92974055,0.5678717,-0.8859627,False
997,-0.5731286,-0.95445204,-0.70269907,False
996,0.51426363,0.5183394,0.9916328,True
995,0.18998575,-0.7015867,-0.6279917,False
994,0.77117753,0.5077989,-0.4598106,True
993,0.1727097,-0.9118334,0.42108405,True
992,-0.51250196,0.31802094,0.57207835,False
991,0.39085853,-0.8354595,0.45954537,True
990,-0.51111794,-0.31898475,0.66031873,False
989,0.56052625,0.5202991,-0.8833437,True
988,-0.32993984,0.56789184,-0.41135132,False
987,0.32393909,0.10138047,-0.47080266,True
986,-0.9664264,-0.5763546,0.1718775,False
985,0.30463493,-3.413558e-2,-0.60924876,True
984,-0.53775907,0.60957015,-0.24817765,False
983,0.11938751,0.6344352,-0.526201,True
982,-0.71233034,0.7095195,0.2387904,False
981,-0.4891312,-0.39391947,0.41968656,False
980,-0.65157664,0.6346805,-0.6508436,False
979,0.17462051,0.2450943,-0.58728456,True
978,0.88419306,0.8268652,0.1273408,True
977,0.2937765,-0.3953625,-6.0304046e-2,True
976,-0.19864619,0.59109163,9.532273e-2,False
975,0.72536445,-0.589172,0.79724836,True
974,-0.7486392,0.45696223,-9.324789e-3,False
973,0.56203854,0.67458165,-0.24894214,True
972,0.30339015,-0.93145967,-0.82247925,False
971,-0.4420334,-0.39672184,0.1829865,False
970,0.2150544,-0.4178033,-0.2133745,True
969,-0.47251618,-0.671015,-0.67990613,False
968,0.48797524,-0.3351705,0.66188073,True
967,0.119769454,5.3176045e-2,0.4207741,True
966,0.47503757,-0.24722648,-7.6619387e-3,True
965,-0.9726392,-0.5318084,-0.26418924,False
964,0.2169733,-0.11277652,0.19793713,True
963,-0.32042623,-7.588112e-2,-0.42840517,False
962,-0.4129336,-0.22840738,0.4683056,False
961,0.68134665,0.8074597,-0.40107,True
960,0.7359179,-0.75253165,-0.4730941,True
959,-0.42583442,0.7876413,-0.10450482,False
958,0.3332075,-0.44292605,-3.6577106e-2,True
957,-0.29667366,-0.57928145,-0.60657823,False
956,0.56812024,0.7740555,-0.39346862,True
955,0.7443404,-8.2981706e-2,-0.21835327,True
954,0.6417552,0.6593102,0.6448412,True
953,-0.5457876,-0.63648057,0.12687874,False
952,0.72390115,-0.7293242,-0.38462985,True
951,-0.28599787,-0.5209725,-0.5448055,False
950,-0.6727842,0.88959205,0.13443494,False
949,0.41190517,0.72398925,-0.2282033,True
948,-0.3918575,-0.35392928,0.6633346,False
947,8.7866426e-2,-0.77200484,0.3094629,True
946,-0.7148403,0.8987402,0.5541432,False
945,0.20237625,3.5474062e-2,-0.66450214,True
944,-0.5845864,0.6384251,0.8719684,False
943,-0.39976263,6.390977e-2,0.71403706,False
942,2.5014997e-2,-0.3295039,-0.74597216,False
941,7.731497e-2,0.8740338,0.34654117,True
940,0.34793758,0.43600345,0.6476226,True
939,0.9995264,-0.2486465,0.49472058,True
938,-0.27977157,-0.60359836,0.7774111,False
937,-0.85788167,0.16409719,-0.28862894,False
936,0.8128145,3.318286e-2,0.27195215,True
935,0.29654574,-0.506593,-0.6630405,True
