76,5.1,3.5,1.4,0.2,True
75,5.4,3.9,1.7,0.4,True
74,4.6,3.4,1.4,0.3,True
73,5.0,3.4,1.5,0.2,True
72,4.8,3.4,1.6,0.2,True
71,4.3,3.0,1.1,0.1,True
70,5.1,3.5,1.4,0.3,True
69,5.1,3.8,1.5,0.3,True
68,5.1,3.3,1.7,0.5,True
67,4.8,3.4,1.9,0.2,True
66,5.0,3.4,1.6,0.4,True
65,5.2,3.4,1.4,0.2,True
64,4.7,3.2,1.6,0.2,True
63,4.8,3.1,1.6,0.2,True
62,5.4,3.4,1.5,0.4,True
61,5.2,4.1,1.5,0.1,True
60,5.5,4.2,1.4,0.2,True
59,4.9,3.1,1.5,0.1,True
58,5.0,3.2,1.2,0.2,True
57,5.5,3.5,1.3,0.2,True
56,4.4,3.0,1.3,0.2,True
55,4.5,2.3,1.3,0.3,True
54,4.4,3.2,1.3,0.2,True
53,4.8,3.0,1.4,0.3,True
52,4.6,3.2,1.4,0.2,True
51,5.3,3.7,1.5,0.2,True
50,7.0,3.2,4.7,1.4,False
49,6.9,3.1,4.9,1.5,False
48,5.5,2.3,4.0,1.3,False
47,5.7,2.8,4.5,1.3,False
46,6.3,3.3,4.7,1.6,False
45,4.9,2.4,3.3,1.0,False
44,6.6,2.9,4.6,1.3,False
43,5.0,2.0,3.5,1.0,False
42,5.9,3.0,4.2,1.5,False
41,6.1,2.9,4.7,1.4,False
40,5.6,3.0,4.5,1.5,False
39,5.8,2.7,4.1,1.0,False
38,6.2,2.2,4.5,1.5,False
37,5.6,2.5,3.9,1.1,False
36,5.9,3.2,4.8,1.8,False
35,6.3,2.5,4.9,1.5,False
34,6.4,2.9,4.3,1.3,False
33,6.6,3.0,4.4,1.4,False
32,6.8,2.8,4.8,1.4,False
31,5.7,2.6,3.5,1.0,False
30,5.4,3.0,4.5,1.5,False
29,6.7,3.1,4.7,1.5,False
28,5.0,2.3,3.3,1.0,False
27,5.7,3.0,4.2,1.2,False
26,5.1,2.5,3.0,1.1,False
25,5.7,2.8,4.1,1.3,False
24,6.3,3.3,6.0,2.5,False
23,5.8,2.7,5.1,1.9,False
22,6.3,2.9,5.6,1.8,False
21,7.3,2.9,6.3,1.8,False
20,6.7,2.5,5.8,1.8,False
19,6.8,3.0,5.5,2.1,False
18,5.8,2.8,5.1,2.4,False
17,6.4,3.2,5.3,2.3,False
16,7.7,3.8,6.7,2.2,False
15,7.7,2.6,6.9,2.3,False
14,6.0,2.2,5.0,1.5,False
13,6.9,3.2,5.7,2.3,False
12,5.6,2.8,4.9,2.0,False
11,6.7,3.3,5.7,2.1,False
10,7.2,3.2,6.0,1.8,False
9,6.2,2.8,4.8,1.8,False
8,6.4,2.8,5.6,2.1,False
7,7.7,3.0,6.1,2.3,False
6,6.3,3.4,5.6,2.4,False
5,6.4,3.1,5.5,1.8,False
4,6.0,3.0,4.8,1.8,False
3,5.8,2.7,5.1,1.9,False
2,6.8,3.2,5.9,2.3,False
1,6.3,2.5,5.0,1.9,False
0,6.2,3.4,5.4,2.3,False
