112,4.7,3.2,1.3,0.2,True
111,4.6,3.1,1.5,0.2,True
110,5.0,3.6,1.4,0.2,True
109,5.4,3.9,1.7,0.4,True
108,4.6,3.4,1.4,0.3,True
107,4.4,2.9,1.4,0.2,True
106,4.9,3.1,1.5,0.1,True
105,4.8,3.4,1.6,0.2,True
104,4.8,3.0,1.4,0.1,True
103,4.3,3.0,1.1,0.1,True
102,5.8,4.0,1.2,0.2,True
101,5.7,4.4,1.5,0.4,True
100,5.4,3.9,1.3,0.4,True
99,5.7,3.8,1.7,0.3,True
98,5.1,3.8,1.5,0.3,True
97,5.1,3.7,1.5,0.4,True
96,4.6,3.6,1.0,0.2,True
95,5.1,3.3,1.7,0.5,True
94,5.0,3.0,1.6,0.2,True
93,5.0,3.4,1.6,0.4,True
92,5.2,3.5,1.5,0.2,True
91,4.7,3.2,1.6,0.2,True
90,4.8,3.1,1.6,0.2,True
89,5.4,3.4,1.5,0.4,True
88,5.2,4.1,1.5,0.1,True
87,5.5,4.2,1.4,0.2,True
86,4.9,3.1,1.5,0.1,True
85,5.0,3.2,1.2,0.2,True
84,5.5,3.5,1.3,0.2,True
83,5.1,3.4,1.5,0.2,True
82,4.5,2.3,1.3,0.3,True
81,4.4,3.2,1.3,0.2,True
80,5.1,3.8,1.9,0.4,True
79,5.1,3.8,1.6,0.2,True
78,4.6,3.2,1.4,0.2,True
77,5.3,3.7,1.5,0.2,True
76,5.0,3.3,1.4,0.2,True
75,7.0,3.2,4.7,1.4,False
74,6.4,3.2,4.5,1.5,False
73,6.5,2.8,4.6,1.5,False
72,5.7,2.8,4.5,1.3,False
71,6.3,3.3,4.7,1.6,False
70,4.9,2.4,3.3,1.0,False
69,6.6,2.9,4.6,1.3,False
68,5.2,2.7,3.9,1.4,False
67,5.9,3.0,4.2,1.5,False
66,5.6,2.9,3.6,1.3,False
65,6.7,3.1,4.4,1.4,False
64,5.6,3.0,4.5,1.5,False
63,5.8,2.7,4.1,1.0,False
62,6.2,2.2,4.5,1.5,False
61,5.6,2.5,3.9,1.1,False
60,5.9,3.2,4.8,1.8,False
59,6.1,2.8,4.0,1.3,False
58,6.3,2.5,4.9,1.5,False
57,6.4,2.9,4.3,1.3,False
56,6.8,2.8,4.8,1.4,False
55,6.7,3.0,5.0,1.7,False
54,5.7,2.6,3.5,1.0,False
53,5.5,2.4,3.8,1.1,False
52,5.5,2.4,3.7,1.0,False
51,5.8,2.7,3.9,1.2,False
50,6.0,2.7,5.1,1.6,False
49,5.4,3.0,4.5,1.5,False
48,6.0,3.4,4.5,1.6,False
47,6.7,3.1,4.7,1.5,False
46,6.3,2.3,4.4,1.3,False
45,5.5,2.5,4.0,1.3,False
44,5.8,2.6,4.0,1.2,False
43,5.0,2.3,3.3,1.0,False
42,5.6,2.7,4.2,1.3,False
41,5.7,2.9,4.2,1.3,False
40,5.1,2.5,3.0,1.1,False
39,5.7,2.8,4.1,1.3,False
38,6.3,3.3,6.0,2.5,False
37,5.8,2.7,5.1,1.9,False
36,6.5,3.0,5.8,2.2,False
35,4.9,2.5,4.5,1.7,False
34,7.3,2.9,6.3,1.8,False
33,6.7,2.5,5.8,1.8,False
32,7.2,3.6,6.1,2.5,False
31,6.5,3.2,5.1,2.0,False
30,6.4,2.7,5.3,1.9,False
29,5.7,2.5,5.0,2.0,False
28,6.4,3.2,5.3,2.3,False
27,7.7,3.8,6.7,2.2,False
26,7.7,2.6,6.9,2.3,False
25,6.9,3.2,5.7,2.3,False
24,5.6,2.8,4.9,2.0,False
23,7.7,2.8,6.7,2.0,False
22,6.3,2.7,4.9,1.8,False
21,6.7,3.3,5.7,2.1,False
20,7.2,3.2,6.0,1.8,False
19,6.2,2.8,4.8,1.8,False
18,6.1,3.0,4.9,1.8,False
17,6.4,2.8,5.6,2.1,False
16,7.2,3.0,5.8,1.6,False
15,7.4,2.8,6.1,1.9,False
14,7.9,3.8,6.4,2.0,False
13,6.4,2.8,5.6,2.2,False
12,6.3,2.8,5.1,1.5,False
11,6.1,2.6,5.6,1.4,False
10,7.7,3.0,6.1,2.3,False
9,6.4,3.1,5.5,1.8,False
8,6.9,3.1,5.4,2.1,False
7,6.7,3.1,5.6,2.4,False
6,6.9,3.1,5.1,2.3,False
5,6.8,3.2,5.9,2.3,False
4,6.7,3.3,5.7,2.5,False
3,6.7,3.0,5.2,2.3,False
2,6.3,2.5,5.0,1.9,False
1,6.2,3.4,5.4,2.3,False
0,5.9,3.0,5.1,1.8,False
