72,4.9,3.0,1.4,0.2,True
71,4.7,3.2,1.3,0.2,True
70,4.6,3.1,1.5,0.2,True
69,5.0,3.6,1.4,0.2,True
68,4.4,2.9,1.4,0.2,True
67,4.9,3.1,1.5,0.1,True
66,5.4,3.7,1.5,0.2,True
65,4.8,3.0,1.4,0.1,True
64,5.8,4.0,1.2,0.2,True
63,5.7,4.4,1.5,0.4,True
62,5.4,3.9,1.3,0.4,True
61,5.7,3.8,1.7,0.3,True
60,5.4,3.4,1.7,0.2,True
59,5.1,3.7,1.5,0.4,True
58,4.6,3.6,1.0,0.2,True
57,5.0,3.0,1.6,0.2,True
56,5.2,3.5,1.5,0.2,True
55,4.9,3.1,1.5,0.1,True
54,5.1,3.4,1.5,0.2,True
53,5.0,3.5,1.3,0.3,True
52,5.0,3.5,1.6,0.6,True
51,5.1,3.8,1.9,0.4,True
50,5.1,3.8,1.6,0.2,True
49,5.0,3.3,1.4,0.2,True
48,6.4,3.2,4.5,1.5,False
47,6.5,2.8,4.6,1.5,False
46,5.2,2.7,3.9,1.4,False
45,6.0,2.2,4.0,1.0,False
44,5.6,2.9,3.6,1.3,False
43,6.7,3.1,4.4,1.4,False
42,6.1,2.8,4.0,1.3,False
41,6.1,2.8,4.7,1.2,False
40,6.7,3.0,5.0,1.7,False
39,6.0,2.9,4.5,1.5,False
38,5.5,2.4,3.8,1.1,False
37,5.5,2.4,3.7,1.0,False
36,5.8,2.7,3.9,1.2,False
35,6.0,2.7,5.1,1.6,False
34,6.0,3.4,4.5,1.6,False
33,6.3,2.3,4.4,1.3,False
32,5.6,3.0,4.1,1.3,False
31,5.5,2.5,4.0,1.3,False
30,5.5,2.6,4.4,1.2,False
29,6.1,3.0,4.6,1.4,False
28,5.8,2.6,4.0,1.2,False
27,5.6,2.7,4.2,1.3,False
26,5.7,2.9,4.2,1.3,False
25,6.2,2.9,4.3,1.3,False
24,7.1,3.0,5.9,2.1,False
23,6.5,3.0,5.8,2.2,False
22,7.6,3.0,6.6,2.1,False
21,4.9,2.5,4.5,1.7,False
20,7.2,3.6,6.1,2.5,False
19,6.5,3.2,5.1,2.0,False
18,6.4,2.7,5.3,1.9,False
17,5.7,2.5,5.0,2.0,False
16,6.5,3.0,5.5,1.8,False
15,7.7,2.8,6.7,2.0,False
14,6.3,2.7,4.9,1.8,False
13,6.1,3.0,4.9,1.8,False
12,7.2,3.0,5.8,1.6,False
11,7.4,2.8,6.1,1.9,False
10,7.9,3.8,6.4,2.0,False
9,6.4,2.8,5.6,2.2,False
8,6.3,2.8,5.1,1.5,False
7,6.1,2.6,5.6,1.4,False
6,6.9,3.1,5.4,2.1,False
5,6.7,3.1,5.6,2.4,False
4,6.9,3.1,5.1,2.3,False
3,6.7,3.3,5.7,2.5,False
2,6.7,3.0,5.2,2.3,False
1,6.5,3.0,5.2,2.0,False
0,5.9,3.0,5.1,1.8,False
